application_id,brand_name,class_type,alcohol_content,proof,net_contents,bottler_producer,country_of_origin,government_warning,image_filename,expected_outcome
BATCH-COLA-2026-090,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-091,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-092,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-093,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-094,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-095,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-096,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-097,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-098,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-099,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-100,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-101,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-102,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-103,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-104,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-105,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-106,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-107,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-108,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-109,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-110,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-111,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-112,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-113,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-114,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-115,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-116,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-117,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-118,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-119,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-120,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-121,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-122,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-123,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-124,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-125,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-126,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-127,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-128,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-129,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-130,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-131,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-132,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-133,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-134,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
